"","id","value","source"
"32","proportion_schools_covered_roof_good_cond_primary",0.178294573643411,"Facility Inventory 2012"
"33","proportion_schools_covered_roof_good_cond_juniorsec",0.212121212121212,"Facility Inventory 2012"
"34","num_textbooks_per_pupil_primary",0.945787940460513,"Facility Inventory 2012"
"35","num_textbooks_per_pupil_juniorsec",0.193063100710405,"Facility Inventory 2012"
"36","proportion_provide_exercise_books_primary",0,"Facility Inventory 2012"
"37","proportion_provide_exercise_books_juniorsec",0,"Facility Inventory 2012"
"38","proportion_provide_pens_pencils_primary",0,"Facility Inventory 2012"
"39","proportion_provide_pens_pencils_juniorsec",0,"Facility Inventory 2012"
"40","proportion_natl_curriculum_primary",0.48062015503876,"Facility Inventory 2012"
"41","proportion_natl_curriculum_juniorsec",0.575757575757576,"Facility Inventory 2012"
"42","proportion_teachers_with_teacher_guide_primary",0.248062015503876,"Facility Inventory 2012"
"43","proportion_teachers_with_teacher_guide_juniorsec",0.484848484848485,"Facility Inventory 2012"
"44","proportion_schools_functioning_library_primary",0.062015503875969,"Facility Inventory 2012"
"45","proportion_schools_functioning_library_juniorsec",0.242424242424242,"Facility Inventory 2012"
"46","num_primary_schools",129,"Facility Inventory 2012"
"47","num_junior_secondary_schools",33,"Facility Inventory 2012"
"48","num_senior_secondary_schools",1,"Facility Inventory 2012"
"49","num_schools",169,"Facility Inventory 2012"
"50","proportion_schools_with_clinic_dispensary_primary",0.00775193798449612,"Facility Inventory 2012"
"51","proportion_schools_with_clinic_dispensary_juniorsec",0,"Facility Inventory 2012"
"52","proportion_schools_with_first_aid_kit_primary",0.186046511627907,"Facility Inventory 2012"
"53","proportion_schools_with_first_aid_kit_juniorsec",0.424242424242424,"Facility Inventory 2012"
"54","proportion_schools_fence_good_cond_primary",0.00775193798449612,"Facility Inventory 2012"
"55","proportion_schools_fence_good_cond_juniorsec",0.0303030303030303,"Facility Inventory 2012"
"56","proportion_schools_potable_water_primary",0.263565891472868,"Facility Inventory 2012"
"57","proportion_schools_potable_water_juniorsec",0.272727272727273,"Facility Inventory 2012"
"58","proportion_schools_improved_sanitation_primary",0.310077519379845,"Facility Inventory 2012"
"59","proportion_schools_improved_sanitation_juniorsec",0.757575757575758,"Facility Inventory 2012"
"60","proportion_schools_gender_sep_toilet_primary",0.195652173913043,"Facility Inventory 2012"
"61","proportion_schools_gender_sep_toilet_juniorsec",0.346153846153846,"Facility Inventory 2012"
"62","pupil_toilet_ratio_primary",510.754385964912,"Facility Inventory 2012"
"63","pupil_toilet_ratio_secondary",230.875,"Facility Inventory 2012"
"64","proportion_schools_chalkboard_all_rooms_primary",0.134920634920635,"Facility Inventory 2012"
"65","proportion_schools_chalkboard_all_rooms_juniorsec",0.333333333333333,"Facility Inventory 2012"
"66","pupil_bench_ratio_lga_primary",11.7890261186475,"Facility Inventory 2012"
"67","pupil_bench_ratio_lga_juniorsec",3.3357413761965,"Facility Inventory 2012"
"68","pupil_desk_ratio_lga_primary",9.93448217027811,"Facility Inventory 2012"
"69","pupil_desk_ratio_lga_juniorsec",2.85471406491499,"Facility Inventory 2012"
"70","proportion_schools_delay_pay_primary",0.286821705426357,"Facility Inventory 2012"
"71","proportion_schools_delay_pay_juniorsec",0.0909090909090909,"Facility Inventory 2012"
"72","proportion_schools_missed_pay_primary",0.0155038759689922,"Facility Inventory 2012"
"73","proportion_schools_missed_pay_juniorsec",0,"Facility Inventory 2012"
"74","student_classroom_ratio_lga_primary",63.7302996670366,"Facility Inventory 2012"
"75","student_classroom_ratio_lga_juniorsec",46.8781725888325,"Facility Inventory 2012"
"76","proportion_schools_hold_classes_outside_primary",0.395348837209302,"Facility Inventory 2012"
"77","proportion_schools_hold_classes_outside_juniorsec",0.121212121212121,"Facility Inventory 2012"
"78","proportion_schools_two_shifts_primary",0.0232558139534884,"Facility Inventory 2012"
"79","proportion_schools_two_shifts_juniorsec",0.0606060606060606,"Facility Inventory 2012"
"80","proportion_schools_multigrade_classrooms_primary",0.426356589147287,"Facility Inventory 2012"
"81","proportion_schools_multigrade_classrooms_juniorsec",0.363636363636364,"Facility Inventory 2012"
"82","num_level_1_health_facilities",6,"Facility Inventory 2012"
"83","num_level_2_health_facilities",8,"Facility Inventory 2012"
"84","num_level_3_health_facilities",13,"Facility Inventory 2012"
"85","num_level_4_health_facilities",8,"Facility Inventory 2012"
"86","num_level_other_health_facilities",8,"Facility Inventory 2012"
"87","num_health_facilities_c_sections",10,"Facility Inventory 2012"
"88","num_skilled_health_providers_per_1000",0.439423199232166,"Facility Inventory 2012"
"89","num_chews_per_1000",0.493387451769449,"Facility Inventory 2012"
"90","num_level_1_health_facilities.1",6,"Facility Inventory 2012"
"91","num_level_2_health_facilities.1",8,"Facility Inventory 2012"
"92","num_level_3_health_facilities.1",13,"Facility Inventory 2012"
"93","num_level_4_health_facilities.1",5,"Facility Inventory 2012"
"94","num_level_other_health_facilities.1",11,"Facility Inventory 2012"
"95","num_health_facilities",43,"Facility Inventory 2012"
"96","proportion_health_facilities_inpatient_care",0.86046511627907,"Facility Inventory 2012"
"97","proportion_health_facilities_open_24_7",0.675,"Facility Inventory 2012"
"98","num_doctors",43,"Facility Inventory 2012"
"99","num_nursemidwives_midwives",24,"Facility Inventory 2012"
"100","num_nurses",47,"Facility Inventory 2012"
"101","num_chews",128,"Facility Inventory 2012"
"102","num_lab_techs",11,"Facility Inventory 2012"
"103","proportion_staff_paid",1,"Facility Inventory 2012"
"104","proportion_health_facilities_routine_immunization",0.925925925925926,"Facility Inventory 2012"
"105","proportion_growth_monitoring",0.592592592592593,"Facility Inventory 2012"
"106","proportion_no_user_fees_child_health",0.148148148148148,"Facility Inventory 2012"
"107","proportion_delivery_24_7",0.325581395348837,"Facility Inventory 2012"
"108","proportion_at_least_1_sba",0.651162790697674,"Facility Inventory 2012"
"109","proportion_antenatal",0.953488372093023,"Facility Inventory 2012"
"110","num_health_facilities_c_sections.1",10,"Facility Inventory 2012"
"111","proportion_access_functional_emergency_transport",0.930232558139535,"Facility Inventory 2012"
"112","proportion_family_planning",0.348837209302326,"Facility Inventory 2012"
"113","proportion_delivery_no_user_fees",0.16,"Facility Inventory 2012"
"114","proportion_health_facilities_hiv_testing",0.0740740740740741,"Facility Inventory 2012"
"115","proportion_malaria_testing",0.0740740740740741,"Facility Inventory 2012"
"116","proportion_act_treatment_for_malaria",0.703703703703704,"Facility Inventory 2012"
"117","proportion_malaria_prevention_pregnancy",0.902439024390244,"Facility Inventory 2012"
"118","proportion_offer_bednets",0.37037037037037,"Facility Inventory 2012"
"119","proportion_no_user_fees_malaria",NA,"Facility Inventory 2012"
"120","proportion_health_facilities_tb_treatment",0.209302325581395,"Facility Inventory 2012"
"121","proportion_health_facilities_tb_testing",0.037037037037037,"Facility Inventory 2012"
"122","proportion_health_facilities_tb_treatment.1",0.209302325581395,"Facility Inventory 2012"
"123","proportion_health_facilities_tb_testing.1",0.037037037037037,"Facility Inventory 2012"
"124","proportion_stockout_essential_meds",1,"Facility Inventory 2012"
"125","proportion_any_power_access",0.333333333333333,"Facility Inventory 2012"
"126","proportion_improved_water_source",0.571428571428571,"Facility Inventory 2012"
"127","proportion_functional_sanitation",0.75,"Facility Inventory 2012"
"128","proportion_mobile_coverage",0,"Facility Inventory 2012"
"129","proportion_health_facilities_med_waste_separated",0.740740740740741,"Facility Inventory 2012"
