"","id","value","source"
"63","pupil_toilet_ratio_secondary",279.548387096774,"Facility Inventory 2012"
"64","proportion_schools_chalkboard_all_rooms_primary",0.0714285714285714,"Facility Inventory 2012"
"65","proportion_schools_chalkboard_all_rooms_juniorsec",0.35,"Facility Inventory 2012"
"66","pupil_bench_ratio_lga_primary",10.3490797546012,"Facility Inventory 2012"
"67","pupil_bench_ratio_lga_juniorsec",1.63017306245297,"Facility Inventory 2012"
"68","pupil_desk_ratio_lga_primary",7.31843817787419,"Facility Inventory 2012"
"69","pupil_desk_ratio_lga_juniorsec",1.4440926512248,"Facility Inventory 2012"
"70","proportion_schools_delay_pay_primary",0.30952380952381,"Facility Inventory 2012"
"71","proportion_schools_delay_pay_juniorsec",0.0952380952380952,"Facility Inventory 2012"
"72","proportion_schools_missed_pay_primary",0.0476190476190476,"Facility Inventory 2012"
"73","proportion_schools_missed_pay_juniorsec",0,"Facility Inventory 2012"
"74","student_classroom_ratio_lga_primary",22.492,"Facility Inventory 2012"
"75","student_classroom_ratio_lga_juniorsec",32.0962962962963,"Facility Inventory 2012"
"76","proportion_schools_hold_classes_outside_primary",0.188235294117647,"Facility Inventory 2012"
"77","proportion_schools_hold_classes_outside_juniorsec",0.0476190476190476,"Facility Inventory 2012"
"78","proportion_schools_two_shifts_primary",0.0470588235294118,"Facility Inventory 2012"
"79","proportion_schools_two_shifts_juniorsec",0,"Facility Inventory 2012"
"80","proportion_schools_multigrade_classrooms_primary",0.482352941176471,"Facility Inventory 2012"
"81","proportion_schools_multigrade_classrooms_juniorsec",0.0952380952380952,"Facility Inventory 2012"
"82","num_level_1_health_facilities",11,"Facility Inventory 2012"
"83","num_level_2_health_facilities",6,"Facility Inventory 2012"
"84","num_level_3_health_facilities",10,"Facility Inventory 2012"
"85","num_level_4_health_facilities",8,"Facility Inventory 2012"
"86","num_level_other_health_facilities",4,"Facility Inventory 2012"
"87","num_health_facilities_c_sections",10,"Facility Inventory 2012"
"88","num_skilled_health_providers_per_1000",0.392231573521007,"Facility Inventory 2012"
"89","num_chews_per_1000",0.879719386325687,"Facility Inventory 2012"
"90","num_level_1_health_facilities.1",11,"Facility Inventory 2012"
"91","num_level_2_health_facilities.1",6,"Facility Inventory 2012"
"92","num_level_3_health_facilities.1",10,"Facility Inventory 2012"
"93","num_level_4_health_facilities.1",4,"Facility Inventory 2012"
"94","num_level_other_health_facilities.1",8,"Facility Inventory 2012"
"95","num_health_facilities",39,"Facility Inventory 2012"
"96","proportion_health_facilities_inpatient_care",0.743589743589744,"Facility Inventory 2012"
"97","proportion_health_facilities_open_24_7",0.8125,"Facility Inventory 2012"
"98","num_doctors",17,"Facility Inventory 2012"
"99","num_nursemidwives_midwives",27,"Facility Inventory 2012"
"100","num_nurses",26,"Facility Inventory 2012"
"101","num_chews",157,"Facility Inventory 2012"
"102","num_lab_techs",12,"Facility Inventory 2012"
"103","proportion_staff_paid",1,"Facility Inventory 2012"
"104","proportion_health_facilities_routine_immunization",0.821428571428571,"Facility Inventory 2012"
"105","proportion_growth_monitoring",0,"Facility Inventory 2012"
"106","proportion_no_user_fees_child_health",0.428571428571429,"Facility Inventory 2012"
"107","proportion_delivery_24_7",0.41025641025641,"Facility Inventory 2012"
"108","proportion_at_least_1_sba",0.512820512820513,"Facility Inventory 2012"
"109","proportion_antenatal",0.923076923076923,"Facility Inventory 2012"
"110","num_health_facilities_c_sections.1",10,"Facility Inventory 2012"
"111","proportion_access_functional_emergency_transport",1,"Facility Inventory 2012"
"112","proportion_family_planning",0.333333333333333,"Facility Inventory 2012"
"113","proportion_delivery_no_user_fees",0.88,"Facility Inventory 2012"
"114","proportion_health_facilities_hiv_testing",0.178571428571429,"Facility Inventory 2012"
"115","proportion_malaria_testing",0.0714285714285714,"Facility Inventory 2012"
"116","proportion_act_treatment_for_malaria",0.642857142857143,"Facility Inventory 2012"
"117","proportion_malaria_prevention_pregnancy",0.861111111111111,"Facility Inventory 2012"
"118","proportion_offer_bednets",0.142857142857143,"Facility Inventory 2012"
"119","proportion_no_user_fees_malaria",NA,"Facility Inventory 2012"
"120","proportion_health_facilities_tb_treatment",0.205128205128205,"Facility Inventory 2012"
"121","proportion_health_facilities_tb_testing",0,"Facility Inventory 2012"
"122","proportion_health_facilities_tb_treatment.1",0.205128205128205,"Facility Inventory 2012"
"123","proportion_health_facilities_tb_testing.1",0,"Facility Inventory 2012"
"124","proportion_stockout_essential_meds",1,"Facility Inventory 2012"
"125","proportion_any_power_access",0.678571428571429,"Facility Inventory 2012"
"126","proportion_improved_water_source",0.705882352941177,"Facility Inventory 2012"
"127","proportion_functional_sanitation",0.9,"Facility Inventory 2012"
"128","proportion_mobile_coverage",0.0357142857142857,"Facility Inventory 2012"
"129","proportion_health_facilities_med_waste_separated",0.571428571428571,"Facility Inventory 2012"
