"","id","value","source"
"40","proportion_natl_curriculum_primary",0.218181818181818,"Facility Inventory 2012"
"41","proportion_natl_curriculum_juniorsec",0.571428571428571,"Facility Inventory 2012"
"42","proportion_teachers_with_teacher_guide_primary",0.127272727272727,"Facility Inventory 2012"
"43","proportion_teachers_with_teacher_guide_juniorsec",0.428571428571429,"Facility Inventory 2012"
"44","proportion_schools_functioning_library_primary",0.163636363636364,"Facility Inventory 2012"
"45","proportion_schools_functioning_library_juniorsec",0.214285714285714,"Facility Inventory 2012"
"46","num_primary_schools",55,"Facility Inventory 2012"
"47","num_junior_secondary_schools",14,"Facility Inventory 2012"
"48","num_senior_secondary_schools",0,"Facility Inventory 2012"
"49","num_schools",72,"Facility Inventory 2012"
"50","proportion_schools_with_clinic_dispensary_primary",0.0181818181818182,"Facility Inventory 2012"
"51","proportion_schools_with_clinic_dispensary_juniorsec",0,"Facility Inventory 2012"
"52","proportion_schools_with_first_aid_kit_primary",0.0181818181818182,"Facility Inventory 2012"
"53","proportion_schools_with_first_aid_kit_juniorsec",0.142857142857143,"Facility Inventory 2012"
"54","proportion_schools_fence_good_cond_primary",0,"Facility Inventory 2012"
"55","proportion_schools_fence_good_cond_juniorsec",0,"Facility Inventory 2012"
"56","proportion_schools_potable_water_primary",0.0363636363636364,"Facility Inventory 2012"
"57","proportion_schools_potable_water_juniorsec",0.142857142857143,"Facility Inventory 2012"
"58","proportion_schools_improved_sanitation_primary",0.0909090909090909,"Facility Inventory 2012"
"59","proportion_schools_improved_sanitation_juniorsec",0.214285714285714,"Facility Inventory 2012"
"60","proportion_schools_gender_sep_toilet_primary",0.6,"Facility Inventory 2012"
"61","proportion_schools_gender_sep_toilet_juniorsec",0.5,"Facility Inventory 2012"
"62","pupil_toilet_ratio_primary",328.297872340426,"Facility Inventory 2012"
"63","pupil_toilet_ratio_secondary",224.904761904762,"Facility Inventory 2012"
"64","proportion_schools_chalkboard_all_rooms_primary",0.0363636363636364,"Facility Inventory 2012"
"65","proportion_schools_chalkboard_all_rooms_juniorsec",0.285714285714286,"Facility Inventory 2012"
"66","pupil_bench_ratio_lga_primary",10,"Facility Inventory 2012"
"67","pupil_bench_ratio_lga_juniorsec",7.28858024691358,"Facility Inventory 2012"
"68","pupil_desk_ratio_lga_primary",5.9968907889623,"Facility Inventory 2012"
"69","pupil_desk_ratio_lga_juniorsec",3.22169167803547,"Facility Inventory 2012"
"70","proportion_schools_delay_pay_primary",0.425925925925926,"Facility Inventory 2012"
"71","proportion_schools_delay_pay_juniorsec",0.153846153846154,"Facility Inventory 2012"
"72","proportion_schools_missed_pay_primary",0.0181818181818182,"Facility Inventory 2012"
"73","proportion_schools_missed_pay_juniorsec",0,"Facility Inventory 2012"
"74","student_classroom_ratio_lga_primary",51.7785234899329,"Facility Inventory 2012"
"75","student_classroom_ratio_lga_juniorsec",39.0330578512397,"Facility Inventory 2012"
"76","proportion_schools_hold_classes_outside_primary",0.0909090909090909,"Facility Inventory 2012"
"77","proportion_schools_hold_classes_outside_juniorsec",0.142857142857143,"Facility Inventory 2012"
"78","proportion_schools_two_shifts_primary",0,"Facility Inventory 2012"
"79","proportion_schools_two_shifts_juniorsec",0,"Facility Inventory 2012"
"80","proportion_schools_multigrade_classrooms_primary",0.763636363636364,"Facility Inventory 2012"
"81","proportion_schools_multigrade_classrooms_juniorsec",0.214285714285714,"Facility Inventory 2012"
"82","num_level_1_health_facilities",15,"Facility Inventory 2012"
"83","num_level_2_health_facilities",2,"Facility Inventory 2012"
"84","num_level_3_health_facilities",8,"Facility Inventory 2012"
"85","num_level_4_health_facilities",1,"Facility Inventory 2012"
"86","num_level_other_health_facilities",1,"Facility Inventory 2012"
"87","num_health_facilities_c_sections",0,"Facility Inventory 2012"
"88","num_skilled_health_providers_per_1000",0.224935732647815,"Facility Inventory 2012"
"89","num_chews_per_1000",0.723007712082262,"Facility Inventory 2012"
"90","num_level_1_health_facilities.1",15,"Facility Inventory 2012"
"91","num_level_2_health_facilities.1",2,"Facility Inventory 2012"
"92","num_level_3_health_facilities.1",8,"Facility Inventory 2012"
"93","num_level_4_health_facilities.1",1,"Facility Inventory 2012"
"94","num_level_other_health_facilities.1",1,"Facility Inventory 2012"
"95","num_health_facilities",27,"Facility Inventory 2012"
"96","proportion_health_facilities_inpatient_care",0.62962962962963,"Facility Inventory 2012"
"97","proportion_health_facilities_open_24_7",0.521739130434783,"Facility Inventory 2012"
"98","num_doctors",4,"Facility Inventory 2012"
"99","num_nursemidwives_midwives",3,"Facility Inventory 2012"
"100","num_nurses",21,"Facility Inventory 2012"
"101","num_chews",90,"Facility Inventory 2012"
"102","num_lab_techs",0,"Facility Inventory 2012"
"103","proportion_staff_paid",0.88,"Facility Inventory 2012"
"104","proportion_health_facilities_routine_immunization",0.76,"Facility Inventory 2012"
"105","proportion_growth_monitoring",0.32,"Facility Inventory 2012"
"106","proportion_no_user_fees_child_health",0.6,"Facility Inventory 2012"
"107","proportion_delivery_24_7",0.0740740740740741,"Facility Inventory 2012"
"108","proportion_at_least_1_sba",0.37037037037037,"Facility Inventory 2012"
"109","proportion_antenatal",0.814814814814815,"Facility Inventory 2012"
"110","num_health_facilities_c_sections.1",0,"Facility Inventory 2012"
"111","proportion_access_functional_emergency_transport",0.888888888888889,"Facility Inventory 2012"
"112","proportion_family_planning",0.296296296296296,"Facility Inventory 2012"
"113","proportion_delivery_no_user_fees",0.263157894736842,"Facility Inventory 2012"
"114","proportion_health_facilities_hiv_testing",0,"Facility Inventory 2012"
"115","proportion_malaria_testing",0.4,"Facility Inventory 2012"
"116","proportion_act_treatment_for_malaria",0.4,"Facility Inventory 2012"
"117","proportion_malaria_prevention_pregnancy",0.818181818181818,"Facility Inventory 2012"
"118","proportion_offer_bednets",0.48,"Facility Inventory 2012"
"119","proportion_no_user_fees_malaria",NA,"Facility Inventory 2012"
"120","proportion_health_facilities_tb_treatment",0.185185185185185,"Facility Inventory 2012"
"121","proportion_health_facilities_tb_testing",0,"Facility Inventory 2012"
"122","proportion_health_facilities_tb_treatment.1",0.185185185185185,"Facility Inventory 2012"
"123","proportion_health_facilities_tb_testing.1",0,"Facility Inventory 2012"
"124","proportion_stockout_essential_meds",1,"Facility Inventory 2012"
"125","proportion_any_power_access",0.12,"Facility Inventory 2012"
"126","proportion_improved_water_source",0.0909090909090909,"Facility Inventory 2012"
"127","proportion_functional_sanitation",0.8,"Facility Inventory 2012"
"128","proportion_mobile_coverage",0,"Facility Inventory 2012"
"129","proportion_health_facilities_med_waste_separated",0.76,"Facility Inventory 2012"
